Y Coordinates:
2,1.33333,0.666667,0,

 Time(s),  v(m) on vertices
900,-1.19609e-007,-7.97397e-008,-3.98701e-008,0,
925,-1.19737e-007,-7.9825e-008,-3.99128e-008,0,
950,-1.19864e-007,-7.99093e-008,-3.99549e-008,0,
975,-1.19988e-007,-7.99925e-008,-3.99965e-008,0,
1000,-1.20112e-007,-8.00747e-008,-4.00376e-008,0,
1025,-1.20234e-007,-8.0156e-008,-4.00783e-008,0,
1050,-1.20354e-007,-8.02364e-008,-4.01184e-008,0,
1075,-1.20473e-007,-8.03158e-008,-4.01582e-008,0,
1100,-1.20591e-007,-8.03944e-008,-4.01974e-008,0,
1125,-1.20708e-007,-8.04721e-008,-4.02363e-008,0,
1150,-1.20823e-007,-8.0549e-008,-4.02747e-008,0,
1175,-1.20937e-007,-8.06251e-008,-4.03128e-008,0,
1200,-1.2105e-007,-8.07003e-008,-4.03504e-008,0,
1225,-1.21162e-007,-8.07748e-008,-4.03877e-008,0,
1250,-1.21273e-007,-8.08486e-008,-4.04245e-008,0,
1275,-1.21382e-007,-8.09216e-008,-4.0461e-008,0,
1300,-1.2149e-007,-8.09938e-008,-4.04971e-008,0,
1325,-1.21598e-007,-8.10653e-008,-4.05329e-008,0,
1350,-1.21704e-007,-8.11362e-008,-4.05683e-008,0,
1375,-1.21809e-007,-8.12063e-008,-4.06034e-008,0,
1400,-1.21913e-007,-8.12758e-008,-4.06381e-008,0,
1425,-1.22016e-007,-8.13445e-008,-4.06725e-008,0,
1450,-1.22119e-007,-8.14127e-008,-4.07066e-008,0,
1475,-1.2222e-007,-8.14801e-008,-4.07403e-008,0,
1500,-1.2232e-007,-8.15469e-008,-4.07737e-008,0,
1525,-1.22419e-007,-8.16131e-008,-4.08068e-008,0,
1550,-1.22518e-007,-8.16787e-008,-4.08396e-008,0,
1575,-1.22615e-007,-8.17436e-008,-4.0872e-008,0,
1600,-1.22712e-007,-8.1808e-008,-4.09042e-008,0,
1625,-1.22807e-007,-8.18717e-008,-4.09361e-008,0,
1650,-1.22902e-007,-8.19349e-008,-4.09676e-008,0,
1675,-1.22996e-007,-8.19974e-008,-4.09989e-008,0,
1700,-1.23089e-007,-8.20594e-008,-4.10299e-008,0,
1725,-1.23181e-007,-8.21208e-008,-4.10606e-008,0,
1750,-1.23272e-007,-8.21817e-008,-4.1091e-008,0,
1775,-1.23363e-007,-8.2242e-008,-4.11212e-008,0,
1800,-1.23452e-007,-8.23017e-008,-4.1151e-008,0,
1825,-1.23541e-007,-8.23609e-008,-4.11806e-008,0,
1850,-1.23629e-007,-8.24195e-008,-4.121e-008,0,
1875,-1.23716e-007,-8.24776e-008,-4.1239e-008,0,
1900,-1.23803e-007,-8.25352e-008,-4.12678e-008,0,
1925,-1.23888e-007,-8.25923e-008,-4.12963e-008,0,
1950,-1.23973e-007,-8.26488e-008,-4.13246e-008,0,
1975,-1.24057e-007,-8.27048e-008,-4.13526e-008,0,
2000,-1.2414e-007,-8.27603e-008,-4.13804e-008,0,
2025,-1.24223e-007,-8.28154e-008,-4.14079e-008,0,
2050,-1.24305e-007,-8.28699e-008,-4.14351e-008,0,
2075,-1.24386e-007,-8.29239e-008,-4.14621e-008,0,
2100,-1.24466e-007,-8.29774e-008,-4.14889e-008,0,
2125,-1.24545e-007,-8.30305e-008,-4.15154e-008,0,
2150,-1.24624e-007,-8.3083e-008,-4.15417e-008,0,
2175,-1.24702e-007,-8.31351e-008,-4.15678e-008,0,
2200,-1.2478e-007,-8.31868e-008,-4.15936e-008,0,
2225,-1.24857e-007,-8.32379e-008,-4.16191e-008,0,
2250,-1.24933e-007,-8.32886e-008,-4.16445e-008,0,
2275,-1.25008e-007,-8.33389e-008,-4.16696e-008,0,
2300,-1.25083e-007,-8.33887e-008,-4.16945e-008,0,
2325,-1.25157e-007,-8.3438e-008,-4.17192e-008,0,
2350,-1.2523e-007,-8.34869e-008,-4.17436e-008,0,
2375,-1.25303e-007,-8.35354e-008,-4.17678e-008,0,
2400,-1.25375e-007,-8.35834e-008,-4.17919e-008,0,
2425,-1.25446e-007,-8.3631e-008,-4.18157e-008,0,
2450,-1.25517e-007,-8.36781e-008,-4.18392e-008,0,
2475,-1.25587e-007,-8.37249e-008,-4.18626e-008,0,
2500,-1.25657e-007,-8.37712e-008,-4.18858e-008,0,
2525,-1.25725e-007,-8.38171e-008,-4.19087e-008,0,
2550,-1.25794e-007,-8.38626e-008,-4.19314e-008,0,
2575,-1.25861e-007,-8.39077e-008,-4.1954e-008,0,
2600,-1.25928e-007,-8.39523e-008,-4.19763e-008,0,
2625,-1.25995e-007,-8.39966e-008,-4.19985e-008,0,
2650,-1.26061e-007,-8.40405e-008,-4.20204e-008,0,
2675,-1.26126e-007,-8.4084e-008,-4.20421e-008,0,
2700,-1.2619e-007,-8.41271e-008,-4.20637e-008,0,
2725,-1.26254e-007,-8.41698e-008,-4.2085e-008,0,
2750,-1.26318e-007,-8.42121e-008,-4.21062e-008,0,
2775,-1.26381e-007,-8.4254e-008,-4.21272e-008,0,
2800,-1.26443e-007,-8.42956e-008,-4.21479e-008,0,
2825,-1.26505e-007,-8.43368e-008,-4.21685e-008,0,
2850,-1.26566e-007,-8.43776e-008,-4.2189e-008,0,
2875,-1.26627e-007,-8.44181e-008,-4.22092e-008,0,
2900,-1.26687e-007,-8.44582e-008,-4.22292e-008,0,
2925,-1.26747e-007,-8.44979e-008,-4.22491e-008,0,
2950,-1.26806e-007,-8.45373e-008,-4.22688e-008,0,
2975,-1.26864e-007,-8.45763e-008,-4.22883e-008,0,
3000,-1.26922e-007,-8.4615e-008,-4.23076e-008,0,
3025,-1.2698e-007,-8.46533e-008,-4.23268e-008,0,
3050,-1.27037e-007,-8.46913e-008,-4.23458e-008,0,
3075,-1.27093e-007,-8.4729e-008,-4.23646e-008,0,
3100,-1.27149e-007,-8.47663e-008,-4.23833e-008,0,
3125,-1.27205e-007,-8.48032e-008,-4.24017e-008,0,
3150,-1.2726e-007,-8.48399e-008,-4.24201e-008,0,
3175,-1.27314e-007,-8.48762e-008,-4.24382e-008,0,
3200,-1.27368e-007,-8.49122e-008,-4.24562e-008,0,
3225,-1.27422e-007,-8.49478e-008,-4.2474e-008,0,
3250,-1.27475e-007,-8.49832e-008,-4.24917e-008,0,
3275,-1.27527e-007,-8.50182e-008,-4.25092e-008,0,
3300,-1.27579e-007,-8.50529e-008,-4.25266e-008,0,
3325,-1.27631e-007,-8.50873e-008,-4.25438e-008,0,
3350,-1.27682e-007,-8.51214e-008,-4.25608e-008,0,
3375,-1.27733e-007,-8.51552e-008,-4.25777e-008,0,
3400,-1.27783e-007,-8.51887e-008,-4.25944e-008,0,
3425,-1.27833e-007,-8.52219e-008,-4.2611e-008,0,
3450,-1.27882e-007,-8.52547e-008,-4.26275e-008,0,
3475,-1.27931e-007,-8.52873e-008,-4.26438e-008,0,
3500,-1.27979e-007,-8.53196e-008,-4.26599e-008,0,
3525,-1.28027e-007,-8.53516e-008,-4.26759e-008,0,
3550,-1.28075e-007,-8.53834e-008,-4.26918e-008,0,
3575,-1.28122e-007,-8.54148e-008,-4.27075e-008,0,
3600,-1.28169e-007,-8.54459e-008,-4.27231e-008,0,
3625,-1.28215e-007,-8.54768e-008,-4.27385e-008,0,
3650,-1.28261e-007,-8.55074e-008,-4.27538e-008,0,
3675,-1.28306e-007,-8.55377e-008,-4.2769e-008,0,
3700,-1.28352e-007,-8.55678e-008,-4.2784e-008,0,
3725,-1.28396e-007,-8.55976e-008,-4.27989e-008,0,
3750,-1.28441e-007,-8.56271e-008,-4.28136e-008,0,
3775,-1.28484e-007,-8.56563e-008,-4.28283e-008,0,
3800,-1.28528e-007,-8.56853e-008,-4.28428e-008,0,
3825,-1.28571e-007,-8.57141e-008,-4.28571e-008,0,
3850,-1.28614e-007,-8.57425e-008,-4.28714e-008,0,
3875,-1.28656e-007,-8.57707e-008,-4.28855e-008,0,
3900,-1.28698e-007,-8.57987e-008,-4.28995e-008,0,
3925,-1.2874e-007,-8.58264e-008,-4.29133e-008,0,
3950,-1.28781e-007,-8.58539e-008,-4.2927e-008,0,
3975,-1.28822e-007,-8.58811e-008,-4.29406e-008,0,
4000,-1.28862e-007,-8.59081e-008,-4.29541e-008,0,
